                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.37729,                0.20291,                 0.8238,                0.97324,                0.96575,                0.97658,                0.91414,                0.38983,                0.26997,                0.84377,             0.00090556,             0.00090556,             0.00090556
                    150,                  0.377,                   0.21,                0.81844,                0.96624,                0.97057,                0.98043,                0.91209,                  0.387,                0.24914,                0.84559,             0.00090202,             0.00090202,             0.00090202
                    151,                0.38321,                0.21356,                0.82198,                0.97328,                0.96575,                0.97652,                0.90637,                0.39025,                0.25144,                0.83521,             0.00089848,             0.00089848,             0.00089848
                    152,                0.38231,                 0.2057,                0.82235,                0.97026,                0.96975,                0.97698,                0.90499,                0.39527,                0.24576,                0.84062,             0.00089495,             0.00089495,             0.00089495
                    153,                0.38216,                  0.217,                0.82169,                0.97604,                0.96336,                0.96425,                  0.889,                0.40813,                0.26739,                0.84368,             0.00089141,             0.00089141,             0.00089141
                    154,                0.37998,                0.21019,                 0.8203,                 0.9682,                 0.9639,                0.96175,                0.88447,                0.40417,                0.26237,                0.84346,             0.00088787,             0.00088787,             0.00088787
                    155,                0.37508,                0.20653,                0.82271,                0.96846,                0.97076,                0.97875,                0.90114,                0.38775,                0.24091,                0.84172,             0.00088434,             0.00088434,             0.00088434
                    156,                0.37529,                 0.2098,                0.82328,                0.97232,                0.96578,                0.97919,                 0.9062,                0.38733,                0.24772,                0.84743,              0.0008808,              0.0008808,              0.0008808
                    157,                 0.3749,                0.20817,                0.82118,                0.97192,                0.96391,                0.97265,                0.89899,                0.39794,                0.27325,                0.84705,             0.00087726,             0.00087726,             0.00087726
                    158,                0.37708,                0.21091,                0.81646,                0.97945,                 0.9627,                 0.9765,                  0.901,                0.38498,                0.24852,                0.84136,             0.00087373,             0.00087373,             0.00087373
                    159,                0.36974,                0.20388,                0.81845,                0.97508,                0.96847,                0.97097,                0.90274,                0.37877,                0.25201,                0.83571,             0.00087019,             0.00087019,             0.00087019
                    160,                0.37572,                 0.1976,                0.81758,                0.97958,                0.96625,                0.97622,                0.90596,                0.38733,                0.25979,                0.82899,             0.00086665,             0.00086665,             0.00086665
                    161,                0.36893,                0.20105,                0.81531,                0.97321,                0.97164,                0.98387,                0.91085,                0.38935,                0.24426,                0.83197,             0.00086312,             0.00086312,             0.00086312
                    162,                0.36951,                0.21197,                0.81487,                0.97213,                0.96547,                0.98406,                0.91102,                0.38493,                0.25795,                0.82926,             0.00085958,             0.00085958,             0.00085958
                    163,                0.37309,                0.20915,                0.82032,                0.97318,                0.97049,                0.98678,                0.91508,                 0.3882,                0.24387,                0.82822,             0.00085604,             0.00085604,             0.00085604
                    164,                0.36839,                 0.2003,                0.82041,                  0.974,                0.97104,                0.97153,                0.90128,                0.38806,                 0.2488,                0.81579,             0.00085251,             0.00085251,             0.00085251
                    165,                0.37093,                0.20064,                0.81909,                0.97533,                0.97061,                0.98108,                0.91187,                0.39061,                0.23758,                0.82888,             0.00084897,             0.00084897,             0.00084897
                    166,                 0.3689,                0.20026,                0.81806,                0.97303,                0.96551,                0.96609,                0.89209,                0.39358,                0.25313,                0.83281,             0.00084543,             0.00084543,             0.00084543
                    167,                0.37629,                 0.2039,                0.82068,                0.97173,                0.96575,                0.95748,                0.88099,                0.39063,                 0.2602,                0.81709,              0.0008419,              0.0008419,              0.0008419
                    168,                0.37334,                0.20598,                0.82072,                0.97302,                0.96575,                0.96108,                0.88476,                0.39308,                0.26999,                0.83305,             0.00083836,             0.00083836,             0.00083836
                    169,                0.37226,                 0.2042,                 0.8236,                0.96986,                0.96535,                0.97877,                0.90461,                0.38656,                0.24901,                0.84993,             0.00083482,             0.00083482,             0.00083482
                    170,                0.37022,                0.20202,                0.82174,                0.96726,                0.96501,                0.97565,                0.90442,                0.38406,                0.27475,                0.84993,             0.00083129,             0.00083129,             0.00083129
                    171,                0.37513,                0.20461,                 0.8217,                0.97221,                0.96575,                 0.9715,                0.90336,                0.39382,                0.27091,                0.86305,             0.00082775,             0.00082775,             0.00082775
                    172,                0.36796,                0.19849,                0.82397,                0.96981,                0.96058,                0.97495,                0.90628,                0.38946,                0.27091,                0.86121,             0.00082421,             0.00082421,             0.00082421
                    173,                0.37333,                 0.2031,                0.82488,                0.96986,                0.95779,                0.96861,                0.89873,                0.38801,                0.26122,                 0.8524,             0.00082067,             0.00082067,             0.00082067
                    174,                0.36985,                0.20071,                0.82101,                0.97005,                0.95776,                0.97838,                0.90371,                0.39559,                0.26239,                0.85994,             0.00081714,             0.00081714,             0.00081714
                    175,                0.37693,                0.21172,                0.82835,                0.96787,                0.96521,                0.97709,                0.90469,                0.38465,                0.25633,                0.85537,              0.0008136,              0.0008136,              0.0008136
                    176,                0.36792,                0.20166,                0.82087,                0.97332,                0.96575,                0.97693,                0.90574,                0.38201,                0.25105,                0.84083,             0.00081006,             0.00081006,             0.00081006
                    177,                0.36719,                0.20359,                0.81797,                0.96645,                0.95242,                0.97347,                0.90581,                0.38927,                0.28474,                0.81516,             0.00080653,             0.00080653,             0.00080653
                    178,                 0.3673,                0.20357,                0.81707,                0.96552,                 0.9601,                0.98242,                0.91036,                0.39622,                0.24687,                0.80696,             0.00080299,             0.00080299,             0.00080299
                    179,                0.37177,                 0.2029,                0.81492,                0.96626,                0.95211,                0.97214,                 0.8978,                0.40107,                0.25861,                0.81293,             0.00079945,             0.00079945,             0.00079945
                    180,                0.37117,                0.20999,                0.82016,                0.97034,                0.96543,                0.97311,                0.89666,                0.39063,                0.24664,                0.83146,             0.00079592,             0.00079592,             0.00079592
                    181,                0.37376,                0.20597,                0.82547,                0.98117,                0.95249,                 0.9853,                0.91342,                0.40064,                0.24144,                 0.8559,             0.00079238,             0.00079238,             0.00079238
                    182,                0.36693,                0.19539,                0.82194,                0.98741,                0.96054,                0.98531,                0.91466,                0.38576,                0.22989,                0.85577,             0.00078884,             0.00078884,             0.00078884
                    183,                0.36285,                0.20015,                0.82119,                0.98266,                0.96603,                0.98182,                0.90905,                0.38997,                0.23534,                0.85447,             0.00078531,             0.00078531,             0.00078531
                    184,                0.36124,                 0.1942,                0.81674,                0.98091,                0.96607,                0.98232,                0.91222,                0.39423,                0.23929,                0.85698,             0.00078177,             0.00078177,             0.00078177
                    185,                0.36525,                0.20331,                0.81931,                0.97788,                  0.966,                0.96549,                0.89709,                0.38567,                0.25445,                0.83023,             0.00077823,             0.00077823,             0.00077823
                    186,                0.35843,                0.19378,                 0.8159,                0.97552,                 0.9627,                0.97861,                0.91317,                0.38929,                0.24167,                0.83768,              0.0007747,              0.0007747,              0.0007747
                    187,                0.36167,                0.19616,                0.81678,                 0.9725,                0.97609,                0.97999,                0.91146,                0.40421,                0.24829,                0.86785,             0.00077116,             0.00077116,             0.00077116
                    188,                0.35382,                0.18964,                0.81399,                0.97706,                 0.9627,                0.98296,                0.91733,                0.38355,                0.24973,                0.86031,             0.00076762,             0.00076762,             0.00076762
                    189,                0.36418,                0.19057,                0.82019,                0.97317,                0.96575,                 0.9763,                 0.9118,                0.40632,                0.25627,                0.86909,             0.00076409,             0.00076409,             0.00076409
                    190,                0.36651,                0.19524,                0.81881,                 0.9733,                0.96575,                0.97146,                0.90295,                0.40795,                0.27916,                0.86542,             0.00076055,             0.00076055,             0.00076055
                    191,                0.36324,                0.19711,                0.81944,                0.97328,                0.96575,                0.96631,                0.90062,                0.39031,                0.27084,                0.85707,             0.00075701,             0.00075701,             0.00075701
                    192,                0.36073,                0.19703,                0.81836,                0.96884,                0.97616,                0.97892,                0.90922,                0.39361,                 0.2435,                0.84835,             0.00075348,             0.00075348,             0.00075348
                    193,                0.36551,                0.19347,                0.82197,                0.97117,                0.96776,                0.97881,                0.91216,                0.38043,                0.24082,                0.84468,             0.00074994,             0.00074994,             0.00074994
                    194,                0.36975,                0.20775,                0.82369,                0.96983,                0.97627,                0.98214,                0.91604,                0.37458,                0.23355,                0.85116,              0.0007464,              0.0007464,              0.0007464
                    195,                0.35811,                 0.1953,                0.81945,                0.97737,                0.96658,                0.96735,                0.90041,                0.39146,                0.25332,                0.85955,             0.00074287,             0.00074287,             0.00074287
                    196,                  0.359,                 0.1915,                0.82375,                0.97618,                0.96638,                0.98012,                0.91074,                0.38852,                0.23766,                0.86219,             0.00073933,             0.00073933,             0.00073933
                    197,                0.35719,                0.19007,                0.82081,                0.97791,                0.96586,                0.97653,                0.90421,                0.39442,                0.25681,                0.86902,             0.00073579,             0.00073579,             0.00073579
                    198,                0.35573,                0.19171,                  0.823,                0.97566,                0.96575,                0.97866,                0.91242,                 0.3965,                0.25477,                0.86947,             0.00073226,             0.00073226,             0.00073226
                    199,                0.36217,                0.19685,                0.81967,                0.97761,                0.96832,                0.97493,                 0.9073,                0.39556,                0.25513,                0.86374,             0.00072872,             0.00072872,             0.00072872
                    200,                 0.3633,                0.20376,                0.82506,                 0.9784,                0.96511,                0.98062,                0.91434,                0.39464,                0.25102,                0.86359,             0.00072518,             0.00072518,             0.00072518
                    201,                0.36334,                0.20101,                0.82588,                  0.974,                0.97919,                0.98564,                0.91651,                0.38571,                0.23046,                0.85812,             0.00072164,             0.00072164,             0.00072164
                    202,                0.36344,                0.19807,                0.82223,                 0.9765,                0.96654,                0.97963,                0.91191,                0.39579,                0.24323,                0.86185,             0.00071811,             0.00071811,             0.00071811
                    203,                0.37097,                0.20063,                0.82574,                 0.9738,                  0.974,                0.98028,                0.91335,                0.39002,                0.23421,                0.85688,             0.00071457,             0.00071457,             0.00071457
                    204,                 0.3623,                0.18829,                0.82194,                0.96253,                0.98163,                0.97375,                0.90921,                0.38426,                0.23375,                0.85157,             0.00071103,             0.00071103,             0.00071103
                    205,                 0.3604,                0.18604,                0.81955,                0.96631,                0.97501,                0.97754,                0.90605,                0.38405,                0.23257,                0.85016,              0.0007075,              0.0007075,              0.0007075
                    206,                0.35851,                0.18735,                0.82213,                0.97048,                0.97537,                0.98235,                0.91814,                0.38422,                0.23063,                0.85732,             0.00070396,             0.00070396,             0.00070396
                    207,                0.35837,                0.19008,                0.82257,                 0.9656,                0.97956,                0.98327,                0.91446,                0.38969,                0.22673,                0.86538,             0.00070042,             0.00070042,             0.00070042
                    208,                 0.3584,                0.18895,                0.82528,                0.96115,                0.96716,                0.97983,                0.90676,                0.39371,                0.23251,                0.86825,             0.00069689,             0.00069689,             0.00069689
                    209,                0.36193,                0.19285,                0.82391,                0.97677,                0.97857,                0.99016,                0.92292,                0.38695,                0.21435,                0.86306,             0.00069335,             0.00069335,             0.00069335
                    210,                 0.3639,                0.19394,                0.82389,                0.96907,                  0.972,                0.97903,                0.91075,                0.38547,                 0.2327,                0.86268,             0.00068981,             0.00068981,             0.00068981
                    211,                0.35647,                0.19407,                0.82736,                0.97552,                0.96897,                0.98273,                0.91761,                0.38582,                0.22706,                0.86274,             0.00068628,             0.00068628,             0.00068628
                    212,                0.35638,                0.19392,                0.81923,                0.97316,                0.96575,                0.97407,                0.90464,                0.39534,                0.25305,                0.86784,             0.00068274,             0.00068274,             0.00068274
                    213,                0.35922,                0.19309,                0.81766,                0.97017,                0.97007,                0.97938,                0.91462,                 0.3941,                0.24311,                0.86628,              0.0006792,              0.0006792,              0.0006792
                    214,                0.36152,                 0.1864,                0.81921,                0.96738,                0.96542,                0.97528,                0.90624,                0.40489,                0.27438,                0.87497,             0.00067567,             0.00067567,             0.00067567
                    215,                 0.3564,                0.18546,                0.81708,                0.97821,                 0.9491,                0.98325,                0.91118,                0.40105,                0.25116,                0.86659,             0.00067213,             0.00067213,             0.00067213
                    216,                0.35477,                0.18702,                0.81837,                0.96994,                0.96046,                0.96787,                0.90013,                0.39367,                0.26742,                0.86556,             0.00066859,             0.00066859,             0.00066859
                    217,                0.35127,                0.18725,                0.82123,                0.97032,                0.96046,                0.98518,                0.91277,                0.38851,                0.25052,                0.86219,             0.00066506,             0.00066506,             0.00066506
                    218,                0.34503,                0.18608,                0.82015,                0.96713,                0.96854,                 0.9772,                0.90964,                0.39225,                0.24732,                0.86527,             0.00066152,             0.00066152,             0.00066152
                    219,                0.34772,                0.17994,                0.81837,                0.97339,                0.96575,                0.98526,                0.91886,                  0.384,                0.24479,                0.86155,             0.00065798,             0.00065798,             0.00065798
                    220,                0.35073,                0.17865,                0.81891,                0.97277,                0.96575,                0.97258,                0.90451,                0.38861,                0.25366,                0.86284,             0.00065445,             0.00065445,             0.00065445
                    221,                0.35321,                0.18634,                0.81987,                0.97344,                0.96575,                0.98941,                0.91962,                0.39204,                0.22904,                0.85779,             0.00065091,             0.00065091,             0.00065091
                    222,                0.34815,                0.18522,                0.81613,                0.98489,                0.95916,                0.98591,                0.91689,                0.38663,                0.22039,                0.85686,             0.00064737,             0.00064737,             0.00064737
                    223,                0.34148,                0.18054,                0.81507,                 0.9854,                0.95658,                0.98277,                0.90277,                 0.4006,                0.22187,                0.86688,             0.00064384,             0.00064384,             0.00064384
                    224,                0.34821,                0.18562,                0.82125,                0.97002,                0.97188,                0.96981,                0.90444,                0.38665,                0.23703,                0.85928,              0.0006403,              0.0006403,              0.0006403
                    225,                0.35259,                0.18322,                0.81716,                0.97815,                0.96699,                0.97702,                0.91362,                0.38906,                0.23118,                0.85668,             0.00063676,             0.00063676,             0.00063676
                    226,                0.34646,                0.17863,                0.81729,                0.96695,                0.97752,                0.98954,                0.92215,                0.38167,                0.21416,                0.85699,             0.00063323,             0.00063323,             0.00063323
                    227,                0.34347,                0.18112,                 0.8185,                 0.9789,                0.96385,                0.97587,                  0.909,                0.39049,                0.22895,                0.86113,             0.00062969,             0.00062969,             0.00062969
                    228,                0.35145,                0.18162,                0.82191,                0.97787,                0.96526,                0.99035,                0.92412,                0.38249,                0.22597,                0.85901,             0.00062615,             0.00062615,             0.00062615
                    229,                0.34783,                0.18124,                 0.8143,                 0.9751,                0.96502,                0.98137,                0.91276,                0.38938,                0.25333,                0.85376,             0.00062262,             0.00062262,             0.00062262
                    230,                0.33754,                0.17799,                0.80833,                0.98091,                 0.9627,                0.98965,                0.92471,                0.39325,                0.24285,                0.83478,             0.00061908,             0.00061908,             0.00061908
                    231,                 0.3504,                0.18253,                0.81377,                0.97513,                0.97098,                0.98819,                0.91137,                0.40854,                0.24164,                 0.8415,             0.00061554,             0.00061554,             0.00061554
                    232,                0.34927,                0.18206,                0.81179,                0.97833,                0.96861,                 0.9856,                0.90992,                0.39757,                0.22803,                0.84227,               0.000612,               0.000612,               0.000612
                    233,                 0.3459,                0.18174,                0.80851,                0.97004,                0.97045,                0.98465,                0.91358,                0.39167,                 0.2347,                0.83992,             0.00060847,             0.00060847,             0.00060847
                    234,                0.34077,                0.17828,                0.81286,                0.97875,                0.96575,                0.98746,                 0.9218,                0.39741,                0.22585,                0.84289,             0.00060493,             0.00060493,             0.00060493
                    235,                0.34212,                0.17746,                0.81088,                0.96888,                 0.9777,                0.98933,                0.91613,                 0.3987,                0.23502,                0.83942,             0.00060139,             0.00060139,             0.00060139
                    236,                 0.3411,                 0.1816,                0.81372,                0.97628,                0.97411,                0.99106,                0.92032,                0.38571,                0.21246,                 0.8401,             0.00059786,             0.00059786,             0.00059786
                    237,                0.34213,                0.18047,                0.81398,                 0.9729,                0.97076,                0.98419,                0.91787,                0.38755,                0.23981,                0.84056,             0.00059432,             0.00059432,             0.00059432
                    238,                0.34352,                0.18162,                0.81415,                0.97436,                0.97056,                0.98494,                0.91587,                0.38873,                 0.2353,                0.85248,             0.00059078,             0.00059078,             0.00059078
                    239,                0.34012,                0.18046,                0.81212,                0.97562,                0.97157,                0.98508,                0.91331,                0.39658,                0.23565,                0.85708,             0.00058725,             0.00058725,             0.00058725
                    240,                0.34408,                0.18005,                0.81462,                0.97883,                0.97014,                0.98719,                0.91126,                0.39865,                0.23431,                0.85685,             0.00058371,             0.00058371,             0.00058371
                    241,                0.33614,                0.17056,                0.80867,                0.97237,                0.96575,                0.98573,                0.91845,                0.39525,                0.23156,                0.85278,             0.00058017,             0.00058017,             0.00058017
                    242,                0.33699,                0.17249,                0.80857,                0.97558,                0.96664,                0.98029,                0.90963,                0.39098,                0.23732,                0.84964,             0.00057664,             0.00057664,             0.00057664
                    243,                 0.3393,                0.17416,                0.81287,                0.97806,                0.96104,                 0.9837,                0.91408,                0.38972,                0.22608,                0.84827,              0.0005731,              0.0005731,              0.0005731
                    244,                0.33691,                0.17432,                0.81312,                0.96989,                0.97305,                0.98176,                0.91597,                0.39281,                  0.241,                0.85011,             0.00056956,             0.00056956,             0.00056956
                    245,                0.34213,                0.17632,                0.81237,                0.97033,                 0.9694,                0.98121,                0.91178,                0.39987,                0.23919,                0.84761,             0.00056603,             0.00056603,             0.00056603
                    246,                0.34009,                0.17587,                0.81374,                0.97951,                0.95482,                0.97931,                0.91238,                 0.3877,                0.25255,                0.84305,             0.00056249,             0.00056249,             0.00056249
                    247,                0.33311,                0.17515,                0.81027,                0.96759,                0.97022,                0.97968,                0.91139,                0.39157,                0.24396,                0.84492,             0.00055895,             0.00055895,             0.00055895
                    248,                0.33447,                0.17375,                0.81265,                0.97068,                0.97634,                0.98105,                0.90986,                0.38451,                0.23088,                 0.8432,             0.00055542,             0.00055542,             0.00055542
                    249,                0.33337,                0.17453,                0.81312,                0.96986,                0.97259,                0.97958,                0.90554,                0.39026,                0.24656,                0.85319,             0.00055188,             0.00055188,             0.00055188
                    250,                0.33658,                0.17248,                0.81003,                0.97251,                0.96575,                0.97738,                0.90495,                0.39381,                  0.248,                0.84876,             0.00054834,             0.00054834,             0.00054834
                    251,                 0.3358,                0.17493,                0.80672,                0.97065,                0.96962,                0.97467,                 0.9107,                0.39556,                0.24225,                0.84015,             0.00054481,             0.00054481,             0.00054481
                    252,                0.33729,                0.17333,                0.81422,                0.97288,                0.96575,                0.97298,                0.90562,                0.39834,                0.25117,                0.82437,             0.00054127,             0.00054127,             0.00054127
                    253,                 0.3278,                0.16964,                 0.8078,                0.97338,                0.96575,                0.97719,                0.91185,                 0.4016,                0.26104,                0.83319,             0.00053773,             0.00053773,             0.00053773
                    254,                0.32872,                0.16941,                0.80851,                0.97188,                0.96812,                0.98219,                0.91528,                0.39824,                0.23442,                0.86452,              0.0005342,              0.0005342,              0.0005342
                    255,                0.33033,                0.17032,                0.80963,                0.97127,                0.97025,                0.97886,                0.90885,                0.39524,                0.22873,                0.86486,             0.00053066,             0.00053066,             0.00053066
                    256,                  0.328,                0.17194,                0.81043,                0.97013,                0.97446,                0.97356,                0.90478,                 0.3883,                0.23948,                0.86178,             0.00052712,             0.00052712,             0.00052712
                    257,                0.33049,                0.17056,                0.81256,                0.96978,                0.97092,                0.97542,                0.90373,                0.39055,                0.23284,                0.86208,             0.00052359,             0.00052359,             0.00052359
                    258,                0.32688,                0.16965,                0.81066,                0.97325,                0.96575,                0.96177,                0.89253,                0.39033,                0.25282,                0.86235,             0.00052005,             0.00052005,             0.00052005
                    259,                0.32592,                0.16873,                0.81278,                0.97326,                0.96575,                0.96536,                0.89483,                0.38993,                0.25275,                 0.8638,             0.00051651,             0.00051651,             0.00051651
                    260,                0.32928,                0.17269,                0.81931,                0.97307,                0.96575,                0.96644,                0.88914,                0.41054,                0.25896,                0.87867,             0.00051298,             0.00051298,             0.00051298
                    261,                0.32921,                0.17882,                0.81533,                0.98343,                0.96592,                0.97258,                0.89666,                0.39843,                0.24529,                0.87146,             0.00050944,             0.00050944,             0.00050944
                    262,                 0.3274,                0.16947,                0.81177,                0.97315,                0.96575,                0.96893,                0.90004,                0.39409,                0.24313,                0.86692,              0.0005059,              0.0005059,              0.0005059
                    263,                0.32091,                0.16446,                0.80796,                0.97626,                0.96588,                0.96762,                0.90213,                0.39749,                0.24398,                0.87044,             0.00050236,             0.00050236,             0.00050236
                    264,                0.32017,                0.16585,                0.80753,                0.97335,                0.96575,                0.96572,                 0.8953,                0.39833,                  0.254,                0.86574,             0.00049883,             0.00049883,             0.00049883
                    265,                0.32398,                0.17028,                0.81099,                 0.9736,                0.96599,                0.97071,                0.89888,                0.39001,                0.24939,                0.86089,             0.00049529,             0.00049529,             0.00049529
                    266,                0.32345,                0.16586,                0.80815,                0.97332,                0.96575,                0.97015,                0.90092,                0.39013,                0.23252,                0.85496,             0.00049175,             0.00049175,             0.00049175
                    267,                0.32944,                0.16776,                0.80838,                0.97294,                0.96575,                0.97745,                0.90913,                0.39235,                0.23047,                0.85172,             0.00048822,             0.00048822,             0.00048822
                    268,                0.32203,                0.16696,                0.80695,                0.97362,                0.96575,                0.97302,                0.90581,                0.39398,                0.22666,                0.84859,             0.00048468,             0.00048468,             0.00048468
                    269,                0.32318,                 0.1653,                0.80802,                0.97374,                0.96587,                0.98301,                0.91968,                0.38934,                0.22804,                0.83889,             0.00048114,             0.00048114,             0.00048114
                    270,                0.32114,                0.16921,                0.80793,                0.97327,                0.96575,                0.98009,                0.90952,                0.38734,                0.23301,                0.83761,             0.00047761,             0.00047761,             0.00047761
                    271,                0.32018,                0.16653,                 0.8083,                0.96532,                0.97795,                0.98258,                0.91136,                0.39021,                 0.2378,                 0.8352,             0.00047407,             0.00047407,             0.00047407
                    272,                0.32056,                0.16517,                 0.8107,                0.97634,                 0.9627,                0.98285,                0.91053,                0.38839,                0.23071,                 0.8397,             0.00047053,             0.00047053,             0.00047053
                    273,                0.31964,                0.16688,                0.81002,                0.98229,                0.96575,                0.98312,                0.91512,                0.38298,                0.22061,                 0.8475,               0.000467,               0.000467,               0.000467
                    274,                0.32234,                0.16602,                0.80604,                0.97893,                0.96608,                0.98544,                0.92121,                0.38526,                0.21583,                0.84975,             0.00046346,             0.00046346,             0.00046346
                    275,                0.31962,                0.16296,                0.80787,                0.98241,                0.96575,                0.98237,                0.91534,                0.38703,                0.21866,                0.85638,             0.00045992,             0.00045992,             0.00045992
                    276,                0.32232,                0.16744,                0.81133,                0.97445,                0.96575,                0.97432,                 0.9049,                0.39187,                0.23354,                0.86156,             0.00045639,             0.00045639,             0.00045639
                    277,                0.32141,                0.16691,                0.80869,                 0.9782,                0.95821,                0.98467,                0.91388,                0.39343,                 0.2251,                0.86451,             0.00045285,             0.00045285,             0.00045285
                    278,                0.32217,                0.16799,                 0.8143,                 0.9745,                 0.9676,                0.98338,                0.91395,                    0.4,                0.22881,                0.86624,             0.00044931,             0.00044931,             0.00044931
                    279,                0.31638,                0.16411,                0.81017,                 0.9785,                0.96458,                0.97821,                0.91052,                0.39632,                0.22545,                 0.8638,             0.00044578,             0.00044578,             0.00044578
                    280,                0.31865,                0.16979,                0.81095,                0.96458,                0.97772,                0.98276,                0.91041,                0.39421,                0.22014,                0.86058,             0.00044224,             0.00044224,             0.00044224
                    281,                0.31242,                0.16154,                0.80924,                0.97387,                0.96594,                0.96967,                 0.8983,                0.39706,                0.24248,                0.86237,              0.0004387,              0.0004387,              0.0004387
                    282,                0.31163,                0.16083,                 0.8091,                0.96403,                0.97763,                0.97973,                0.91138,                0.39415,                0.22575,                 0.8628,             0.00043517,             0.00043517,             0.00043517
                    283,                0.31209,                0.16148,                0.81129,                0.97348,                0.96315,                0.97842,                0.90924,                0.40021,                0.23356,                0.86477,             0.00043163,             0.00043163,             0.00043163
                    284,                0.31075,                0.16131,                0.80602,                0.97355,                0.96575,                0.96862,                0.90328,                0.39243,                0.24554,                0.86357,             0.00042809,             0.00042809,             0.00042809
                    285,                0.31259,                0.16401,                0.81156,                 0.9738,                 0.9657,                0.97596,                0.91102,                0.39419,                0.24656,                0.86228,             0.00042456,             0.00042456,             0.00042456
                    286,                0.31805,                0.16471,                0.80997,                0.97682,                0.96353,                0.97352,                0.91208,                0.39181,                 0.2441,                 0.8601,             0.00042102,             0.00042102,             0.00042102
                    287,                0.31313,                0.16059,                0.80766,                0.97795,                0.96575,                0.96711,                0.90245,                0.39029,                0.24051,                0.85918,             0.00041748,             0.00041748,             0.00041748
                    288,                0.31429,                0.15929,                0.80888,                0.97222,                0.96842,                 0.9765,                0.90548,                 0.3977,                 0.2251,                0.85459,             0.00041395,             0.00041395,             0.00041395
                    289,                0.30514,                 0.1569,                0.80406,                0.96989,                0.97075,                0.97412,                0.90337,                0.39004,                0.23118,                 0.8528,             0.00041041,             0.00041041,             0.00041041
                    290,                0.30312,                0.15562,                0.80581,                0.97036,                0.97074,                0.97841,                0.90872,                0.38714,                0.23235,                0.85284,             0.00040687,             0.00040687,             0.00040687
                    291,                0.30751,                0.16106,                0.81007,                0.97559,                0.97104,                0.97783,                0.90745,                0.39258,                0.22724,                 0.8542,             0.00040334,             0.00040334,             0.00040334
                    292,                0.31569,                 0.1624,                0.80584,                0.96993,                0.97075,                0.97766,                0.91055,                0.39541,                0.24054,                0.85821,              0.0003998,              0.0003998,              0.0003998
                    293,                0.30589,                0.15746,                0.80499,                0.97342,                0.96575,                0.97945,                  0.909,                0.40154,                0.23693,                0.85748,             0.00039626,             0.00039626,             0.00039626
                    294,                0.30689,                0.15512,                0.80392,                0.97364,                0.96575,                 0.9798,                0.90506,                0.39887,                0.22686,                 0.8555,             0.00039272,             0.00039272,             0.00039272
                    295,                0.30784,                0.15506,                0.80464,                0.97005,                0.97526,                  0.985,                  0.911,                0.40072,                0.22372,                0.85532,             0.00038919,             0.00038919,             0.00038919
                    296,                0.30413,                 0.1557,                 0.8066,                0.97339,                0.96575,                0.97142,                0.89755,                0.40042,                0.23479,                0.85599,             0.00038565,             0.00038565,             0.00038565
                    297,                0.29896,                0.15678,                0.80385,                0.97338,                0.96575,                0.97173,                0.90083,                0.39892,                0.23058,                0.85614,             0.00038211,             0.00038211,             0.00038211
                    298,                0.30014,                0.15169,                0.80522,                0.96984,                 0.9709,                0.97847,                0.91182,                0.39345,                0.22716,                0.85476,             0.00037858,             0.00037858,             0.00037858
                    299,                0.30472,                0.15925,                0.80785,                0.97398,                0.96594,                0.97038,                0.90809,                0.39709,                0.23437,                0.85908,             0.00037504,             0.00037504,             0.00037504
                    300,                0.30257,                0.15777,                0.80667,                0.97152,                0.97226,                0.97607,                0.91142,                0.39472,                0.23243,                 0.8633,              0.0003715,              0.0003715,              0.0003715
                    301,                0.29915,                0.15565,                0.80293,                0.97818,                0.96575,                0.96848,                0.90149,                0.40004,                0.24001,                0.86866,             0.00036797,             0.00036797,             0.00036797
                    302,                0.30527,                0.15952,                0.81091,                0.98077,                0.96466,                0.97808,                0.91439,                 0.3919,                0.22128,                0.86314,             0.00036443,             0.00036443,             0.00036443
                    303,                0.29872,                0.15375,                0.80772,                0.97847,                0.96575,                 0.9818,                 0.9181,                0.39603,                0.22473,                0.86431,             0.00036089,             0.00036089,             0.00036089
                    304,                 0.3002,                0.15882,                0.80688,                0.96975,                0.97254,                0.97743,                0.91054,                0.39689,                0.23186,                0.86962,             0.00035736,             0.00035736,             0.00035736
                    305,                0.29892,                0.15764,                0.80842,                0.97322,                0.96575,                0.97886,                 0.9131,                0.39833,                0.23349,                0.86772,             0.00035382,             0.00035382,             0.00035382
                    306,                0.29944,                0.15743,                0.81218,                0.97356,                0.96575,                0.96772,                0.90116,                0.40241,                0.24021,                0.87128,             0.00035028,             0.00035028,             0.00035028
                    307,                0.29928,                0.15891,                0.80858,                0.97172,                0.97194,                0.97796,                0.91163,                 0.3956,                 0.2364,                0.86839,             0.00034675,             0.00034675,             0.00034675
                    308,                0.30003,                0.15605,                0.80735,                0.97163,                0.96532,                 0.9742,                0.90702,                 0.4048,                0.23584,                0.87277,             0.00034321,             0.00034321,             0.00034321
                    309,                0.30349,                0.15651,                 0.8099,                0.97156,                0.97066,                0.97812,                0.91001,                 0.3964,                0.22556,                0.86918,             0.00033967,             0.00033967,             0.00033967
